Timestamp,One Galle Face  [Morning (6.00 AM - 12.00 PM)],One Galle Face  [Evening (12.00 PM - 6.00 PM)],One Galle Face  [Night (6.00 PM - 12.00 AM)],Colombo City Center (CCC) [Morning (6.00 AM - 12.00 PM)],Colombo City Center (CCC) [Evening (12.00 PM - 6.00 PM)],Colombo City Center (CCC) [Night (6.00 PM - 12.00 AM)],Galle Face Green [Morning (6.00 AM - 12.00 PM)],Galle Face Green [Evening (12.00 PM - 6.00 PM)],Galle Face Green [Night (6.00 PM - 12.00 AM)],Gangaramaya Temple [Morning (6.00 AM - 12.00 PM)],Gangaramaya Temple [Evening (12.00 PM - 6.00 PM)],Gangaramaya Temple [Night (6.00 PM - 12.00 AM)],National Museum of Colombo [Morning (6.00 AM - 12.00 PM)],National Museum of Colombo [Evening (12.00 PM - 6.00 PM)],National Museum of Colombo [Night (6.00 PM - 12.00 AM)],Independence Memorial Hall [Morning (6.00 AM - 12.00 PM)],Independence Memorial Hall [Evening (12.00 PM - 6.00 PM)],Independence Memorial Hall [Night (6.00 PM - 12.00 AM)],Dutch Museum [Morning (6.00 AM - 12.00 PM)],Dutch Museum [Evening (12.00 PM - 6.00 PM)],Dutch Museum [Night (6.00 PM - 12.00 AM)],National Art Gallery [Morning (6.00 AM - 12.00 PM)],National Art Gallery [Evening (12.00 PM - 6.00 PM)],National Art Gallery [Night (6.00 PM - 12.00 AM)],Kelaniya Raja Maha Viharaya [Morning (6.00 AM - 12.00 PM)],Kelaniya Raja Maha Viharaya [Evening (12.00 PM - 6.00 PM)],Kelaniya Raja Maha Viharaya [Night (6.00 PM - 12.00 AM)],Kailasanathar Swamy Kovil [Morning (6.00 AM - 12.00 PM)],Kailasanathar Swamy Kovil [Evening (12.00 PM - 6.00 PM)],Kailasanathar Swamy Kovil [Night (6.00 PM - 12.00 AM)],Viharamahadevi Park [Morning (6.00 AM - 12.00 PM)],Viharamahadevi Park [Evening (12.00 PM - 6.00 PM)],Viharamahadevi Park [Night (6.00 PM - 12.00 AM)],Port City [Morning (6.00 AM - 12.00 PM)],Port City [Evening (12.00 PM - 6.00 PM)],Port City [Night (6.00 PM - 12.00 AM)],Lotus Tower [Morning (6.00 AM - 12.00 PM)],Lotus Tower [Evening (12.00 PM - 6.00 PM)],Lotus Tower [Night (6.00 PM - 12.00 AM)],Pettah Market [Morning (6.00 AM - 12.00 PM)],Pettah Market [Evening (12.00 PM - 6.00 PM)],Pettah Market [Night (6.00 PM - 12.00 AM)],Are you from Sri Lanka? ,"If not, which country are you from? ",How often do you travel and visit places?,Jami Ul-Alfar Mosque [Morning (6.00 AM - 12.00 PM)],Jami Ul-Alfar Mosque [Evening (12.00 PM - 6.00 PM)],Jami Ul-Alfar Mosque [Night (6.00 PM - 12.00 AM)],Consent notice,Jami Ul-Alfar Mosque
12/22/2023 8:35:06,1 - 2 hours,2 - 3 hours,Never visited,Never visited,Never visited,Never visited,1 - 2 hours,1 - 2 hours,2 - 3 hours,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,1 - 2 hours,1 - 2 hours,Never visited,1 - 2 hours,2 - 3 hours,2 - 3 hours,Never visited,Never visited,Never visited,2 - 3 hours,2 - 3 hours,1 - 2 hours,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,1 - 2 hours,1 - 2 hours,Never visited,Yes,,Rarely,Never visited,Never visited,Never visited,I have read and understood all the points mentioned above and consent to the usage of the data that I am above to submit.,
12/22/2023 9:11:31,Less than 1 hour,2 - 3 hours,2 - 3 hours,Less than 1 hour,2 - 3 hours,2 - 3 hours,Never visited,1 - 2 hours,1 - 2 hours,Never visited,Never visited,Never visited,Never visited,1 - 2 hours,Never visited,1 - 2 hours,2 - 3 hours,2 - 3 hours,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Less than 1 hour,1 - 2 hours,1 - 2 hours,Never visited,1 - 2 hours,1 - 2 hours,Never visited,1 - 2 hours,1 - 2 hours,Never visited,Never visited,Never visited,Never visited,1 - 2 hours,1 - 2 hours,Yes,,Frequently,Never visited,Never visited,Never visited,I have read and understood all the points mentioned above and consent to the usage of the data that I am above to submit.,
12/22/2023 9:23:06,Never visited,2 - 3 hours,1 - 2 hours,Never visited,2 - 3 hours,1 - 2 hours,Never visited,Never visited,Less than 1 hour,Never visited,Less than 1 hour,Less than 1 hour,Never visited,Less than 1 hour,Less than 1 hour,Never visited,1 - 2 hours,Less than 1 hour,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,1 - 2 hours,Less than 1 hour,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Yes,,Occassionally,Never visited,Never visited,Never visited,I have read and understood all the points mentioned above and consent to the usage of the data that I am above to submit.,
12/22/2023 9:30:24,1 - 2 hours,2 - 3 hours,Less than 1 hour,1 - 2 hours,2 - 3 hours,Less than 1 hour,1 - 2 hours,1 - 2 hours,1 - 2 hours,Less than 1 hour,Never visited,Never visited,1 - 2 hours,1 - 2 hours,Never visited,1 - 2 hours,2 - 3 hours,Less than 1 hour,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,2 - 3 hours,2 - 3 hours,2 - 3 hours,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,1 - 2 hours,1 - 2 hours,Never visited,Yes,,Rarely,Never visited,Never visited,Never visited,I have read and understood all the points mentioned above and consent to the usage of the data that I am above to submit.,
12/22/2023 9:33:56,Never visited,1 - 2 hours,2 - 3 hours,Never visited,1 - 2 hours,1 - 2 hours,Never visited,Less than 1 hour,Never visited,Never visited,Less than 1 hour,Never visited,2 - 3 hours,Never visited,Never visited,Never visited,Less than 1 hour,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,1 - 2 hours,1 - 2 hours,1 - 2 hours,Never visited,Never visited,Never visited,Never visited,Less than 1 hour,Never visited,Never visited,1 - 2 hours,Never visited,Never visited,Never visited,Never visited,1 - 2 hours,2 - 3 hours,Never visited,Yes,,Occassionally,Never visited,Never visited,Never visited,I have read and understood all the points mentioned above and consent to the usage of the data that I am above to submit.,
12/22/2023 10:24:39,Never visited,Less than 1 hour,1 - 2 hours,1 - 2 hours,Less than 1 hour,Never visited,Never visited,Less than 1 hour,1 - 2 hours,1 - 2 hours,Less than 1 hour,Never visited,2 - 3 hours,1 - 2 hours,Less than 1 hour,Never visited,Less than 1 hour,1 - 2 hours,1 - 2 hours,Less than 1 hour,Never visited,Never visited,Less than 1 hour,1 - 2 hours,1 - 2 hours,Less than 1 hour,Never visited,Never visited,Less than 1 hour,1 - 2 hours,1 - 2 hours,Less than 1 hour,Never visited,1 - 2 hours,Less than 1 hour,1 - 2 hours,1 - 2 hours,1 - 2 hours,1 - 2 hours,Never visited,Less than 1 hour,1 - 2 hours,Yes,,Rarely,2 - 3 hours,1 - 2 hours,Less than 1 hour,I have read and understood all the points mentioned above and consent to the usage of the data that I am above to submit.,
12/22/2023 12:08:54,Less than 1 hour,Less than 1 hour,2 - 3 hours,Less than 1 hour,Less than 1 hour,2 - 3 hours,Less than 1 hour,Less than 1 hour,Less than 1 hour,Less than 1 hour,Less than 1 hour,Less than 1 hour,Less than 1 hour,Less than 1 hour,Less than 1 hour,Less than 1 hour,Less than 1 hour,Less than 1 hour,Less than 1 hour,Less than 1 hour,Less than 1 hour,Less than 1 hour,Less than 1 hour,Less than 1 hour,Less than 1 hour,Less than 1 hour,Less than 1 hour,Less than 1 hour,Less than 1 hour,Less than 1 hour,Less than 1 hour,Less than 1 hour,Less than 1 hour,Less than 1 hour,Less than 1 hour,1 - 2 hours,Less than 1 hour,Less than 1 hour,Less than 1 hour,Less than 1 hour,Less than 1 hour,Less than 1 hour,Yes,,Occassionally,Never visited,Never visited,Never visited,I have read and understood all the points mentioned above and consent to the usage of the data that I am above to submit.,
12/22/2023 13:02:20,Less than 1 hour,Less than 1 hour,Never visited,Less than 1 hour,Less than 1 hour,Never visited,Less than 1 hour,Less than 1 hour,Never visited,Less than 1 hour,Less than 1 hour,Never visited,Never visited,Less than 1 hour,Never visited,Less than 1 hour,Less than 1 hour,Never visited,Never visited,Never visited,Never visited,Never visited,Less than 1 hour,Never visited,1 - 2 hours,1 - 2 hours,Less than 1 hour,Never visited,Never visited,Never visited,Less than 1 hour,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Less than 1 hour,Less than 1 hour,Never visited,Yes,,Rarely,Never visited,Never visited,Never visited,I have read and understood all the points mentioned above and consent to the usage of the data that I am above to submit.,
12/22/2023 14:46:57,Never visited,2 - 3 hours,1 - 2 hours,Never visited,2 - 3 hours,1 - 2 hours,Less than 1 hour,1 - 2 hours,1 - 2 hours,Never visited,Never visited,Never visited,1 - 2 hours,Never visited,Never visited,Never visited,1 - 2 hours,Never visited,Never visited,Never visited,1 - 2 hours,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,1 - 2 hours,Never visited,Never visited,Never visited,2 - 3 hours,Never visited,Never visited,Never visited,2 - 3 hours,2 - 3 hours,1 - 2 hours,Yes,,Occassionally,Less than 1 hour,Never visited,Never visited,I have read and understood all the points mentioned above and consent to the usage of the data that I am above to submit.,
12/22/2023 15:00:25,Less than 1 hour,2 - 3 hours,1 - 2 hours,Less than 1 hour,2 - 3 hours,2 - 3 hours,Less than 1 hour,1 - 2 hours,1 - 2 hours,Less than 1 hour,Less than 1 hour,Less than 1 hour,Never visited,Never visited,Never visited,1 - 2 hours,1 - 2 hours,1 - 2 hours,Never visited,Less than 1 hour,Less than 1 hour,Less than 1 hour,More than 3 hours,2 - 3 hours,1 - 2 hours,1 - 2 hours,1 - 2 hours,Never visited,Never visited,Never visited,Less than 1 hour,Less than 1 hour,Less than 1 hour,Never visited,Never visited,Never visited,Never visited,Never visited,2 - 3 hours,Less than 1 hour,Less than 1 hour,Less than 1 hour,Yes,,Frequently,Never visited,Never visited,Never visited,I have read and understood all the points mentioned above and consent to the usage of the data that I am above to submit.,
12/22/2023 19:27:41,1 - 2 hours,2 - 3 hours,1 - 2 hours,Never visited,2 - 3 hours,1 - 2 hours,Less than 1 hour,1 - 2 hours,Less than 1 hour,Never visited,Less than 1 hour,Never visited,Never visited,1 - 2 hours,Never visited,Never visited,Less than 1 hour,Never visited,Never visited,1 - 2 hours,Never visited,Never visited,1 - 2 hours,Never visited,1 - 2 hours,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,2 - 3 hours,Never visited,Never visited,1 - 2 hours,Never visited,Never visited,Never visited,Never visited,Less than 1 hour,1 - 2 hours,Never visited,Yes,,Occassionally,Never visited,Never visited,Never visited,I have read and understood all the points mentioned above and consent to the usage of the data that I am above to submit.,
12/22/2023 23:33:01,Never visited,1 - 2 hours,More than 3 hours,Never visited,1 - 2 hours,2 - 3 hours,Never visited,Less than 1 hour,More than 3 hours,Never visited,Less than 1 hour,1 - 2 hours,1 - 2 hours,Never visited,Never visited,1 - 2 hours,Never visited,2 - 3 hours,Never visited,Less than 1 hour,Never visited,Never visited,Less than 1 hour,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Less than 1 hour,1 - 2 hours,2 - 3 hours,Never visited,Never visited,2 - 3 hours,Never visited,Never visited,Never visited,2 - 3 hours,More than 3 hours,More than 3 hours,Yes,,Occassionally,Less than 1 hour,1 - 2 hours,Less than 1 hour,I have read and understood all the points mentioned above and consent to the usage of the data that I am above to submit.,
12/23/2023 0:30:00,More than 3 hours,More than 3 hours,Never visited,Never visited,More than 3 hours,Never visited,Less than 1 hour,2 - 3 hours,Never visited,1 - 2 hours,Less than 1 hour,More than 3 hours,2 - 3 hours,2 - 3 hours,Never visited,1 - 2 hours,1 - 2 hours,Never visited,1 - 2 hours,1 - 2 hours,Never visited,1 - 2 hours,1 - 2 hours,Never visited,1 - 2 hours,1 - 2 hours,Never visited,1 - 2 hours,1 - 2 hours,Never visited,1 - 2 hours,1 - 2 hours,Never visited,2 - 3 hours,1 - 2 hours,2 - 3 hours,2 - 3 hours,1 - 2 hours,2 - 3 hours,1 - 2 hours,1 - 2 hours,Never visited,Yes,,Occassionally,1 - 2 hours,Less than 1 hour,Never visited,I have read and understood all the points mentioned above and consent to the usage of the data that I am above to submit.,
12/23/2023 0:46:08,Never visited,1 - 2 hours,Never visited,Never visited,1 - 2 hours,Never visited,Never visited,1 - 2 hours,Never visited,Never visited,1 - 2 hours,Never visited,Never visited,Never visited,Never visited,Never visited,Less than 1 hour,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,2 - 3 hours,2 - 3 hours,Never visited,Never visited,Never visited,Never visited,1 - 2 hours,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Less than 1 hour,Less than 1 hour,Never visited,Yes,,Frequently,Never visited,Never visited,Never visited,I have read and understood all the points mentioned above and consent to the usage of the data that I am above to submit.,
12/23/2023 16:53:59,Never visited,Less than 1 hour,Never visited,Never visited,Never visited,Never visited,Never visited,Less than 1 hour,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Less than 1 hour,Never visited,Never visited,Never visited,Never visited,Never visited,Less than 1 hour,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Less than 1 hour,Never visited,Yes,,Rarely,Never visited,Never visited,Never visited,I have read and understood all the points mentioned above and consent to the usage of the data that I am above to submit.,
12/23/2023 19:19:10,Never visited,2 - 3 hours,1 - 2 hours,Less than 1 hour,1 - 2 hours,Never visited,Never visited,Never visited,Never visited,1 - 2 hours,2 - 3 hours,Less than 1 hour,1 - 2 hours,More than 3 hours,Never visited,Less than 1 hour,Less than 1 hour,Less than 1 hour,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,1 - 2 hours,1 - 2 hours,More than 3 hours,Never visited,Never visited,Never visited,1 - 2 hours,1 - 2 hours,Less than 1 hour,Less than 1 hour,Less than 1 hour,Less than 1 hour,Less than 1 hour,1 - 2 hours,Never visited,1 - 2 hours,1 - 2 hours,Less than 1 hour,Yes,,Occassionally,Never visited,Never visited,Never visited,I have read and understood all the points mentioned above and consent to the usage of the data that I am above to submit.,
12/23/2023 20:45:23,Less than 1 hour,1 - 2 hours,Never visited,Less than 1 hour,Less than 1 hour,Less than 1 hour,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Less than 1 hour,Less than 1 hour,Less than 1 hour,Yes,,Rarely,Never visited,Never visited,Never visited,I have read and understood all the points mentioned above and consent to the usage of the data that I am above to submit.,
12/24/2023 6:39:44,Never visited,1 - 2 hours,1 - 2 hours,Never visited,1 - 2 hours,1 - 2 hours,Never visited,Never visited,Less than 1 hour,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,1 - 2 hours,Never visited,1 - 2 hours,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Less than 1 hour,Never visited,1 - 2 hours,Never visited,1 - 2 hours,Never visited,Never visited,Never visited,1 - 2 hours,Never visited,1 - 2 hours,1 - 2 hours,Yes,,Rarely,Never visited,Never visited,Never visited,I have read and understood all the points mentioned above and consent to the usage of the data that I am above to submit.,
12/24/2023 11:34:16,Less than 1 hour,2 - 3 hours,2 - 3 hours,2 - 3 hours,2 - 3 hours,1 - 2 hours,Less than 1 hour,Less than 1 hour,1 - 2 hours,Never visited,Never visited,Never visited,Less than 1 hour,Never visited,Never visited,1 - 2 hours,1 - 2 hours,1 - 2 hours,Less than 1 hour,Less than 1 hour,Less than 1 hour,1 - 2 hours,1 - 2 hours,Never visited,Less than 1 hour,Less than 1 hour,Never visited,1 - 2 hours,Less than 1 hour,Never visited,Less than 1 hour,Less than 1 hour,Less than 1 hour,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,2 - 3 hours,2 - 3 hours,2 - 3 hours,Yes,,Occassionally,Never visited,Never visited,Never visited,I have read and understood all the points mentioned above and consent to the usage of the data that I am above to submit.,
12/24/2023 20:57:33,Never visited,1 - 2 hours,Never visited,Never visited,1 - 2 hours,Never visited,Never visited,1 - 2 hours,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,2 - 3 hours,Never visited,Never visited,Yes,,Occassionally,Never visited,2 - 3 hours,Never visited,I have read and understood all the points mentioned above and consent to the usage of the data that I am above to submit.,
12/25/2023 19:46:37,Never visited,1 - 2 hours,2 - 3 hours,Never visited,Never visited,1 - 2 hours,Less than 1 hour,1 - 2 hours,2 - 3 hours,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,1 - 2 hours,1 - 2 hours,1 - 2 hours,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,1 - 2 hours,Never visited,Never visited,Less than 1 hour,1 - 2 hours,1 - 2 hours,Never visited,Never visited,Never visited,Never visited,Never visited,2 - 3 hours,2 - 3 hours,1 - 2 hours,1 - 2 hours,Yes,,Occassionally,Never visited,Never visited,Never visited,I have read and understood all the points mentioned above and consent to the usage of the data that I am above to submit.,
12/26/2023 16:24:20,Less than 1 hour,Less than 1 hour,Less than 1 hour,1 - 2 hours,1 - 2 hours,Less than 1 hour,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Less than 1 hour,Less than 1 hour,Never visited,Never visited,Never visited,Never visited,1 - 2 hours,1 - 2 hours,Less than 1 hour,Yes,,Rarely,Never visited,Never visited,Never visited,I have read and understood all the points mentioned above and consent to the usage of the data that I am above to submit.,
12/26/2023 21:56:37,Less than 1 hour,More than 3 hours,Never visited,Never visited,Never visited,Never visited,Never visited,2 - 3 hours,Less than 1 hour,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,2 - 3 hours,Never visited,Never visited,Less than 1 hour,Never visited,Never visited,More than 3 hours,Never visited,More than 3 hours,More than 3 hours,Never visited,Yes,,Occassionally,Never visited,Never visited,Never visited,I have read and understood all the points mentioned above and consent to the usage of the data that I am above to submit.,
1/2/2024 7:27:14,Never visited,Never visited,2 - 3 hours,Never visited,Never visited,Never visited,Never visited,Never visited,2 - 3 hours,Never visited,Never visited,Less than 1 hour,Never visited,Never visited,1 - 2 hours,Never visited,Never visited,Less than 1 hour,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,More than 3 hours,More than 3 hours,More than 3 hours,1 - 2 hours,2 - 3 hours,2 - 3 hours,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,1 - 2 hours,Never visited,Yes,,Rarely,Never visited,Never visited,Never visited,I have read and understood all the points mentioned above and consent to the usage of the data that I am above to submit.,
1/6/2024 15:43:56,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Less than 1 hour,1 - 2 hours,Never visited,Never visited,Less than 1 hour,2 - 3 hours,2 - 3 hours,Never visited,Never visited,Less than 1 hour,Less than 1 hour,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,1 - 2 hours,1 - 2 hours,1 - 2 hours,Never visited,Never visited,Never visited,Never visited,Never visited,2 - 3 hours,Never visited,Less than 1 hour,1 - 2 hours,Never visited,Never visited,Never visited,Less than 1 hour,Less than 1 hour,Never visited,Yes,,Occassionally,Never visited,Never visited,Never visited,I have read and understood all the points mentioned above and consent to the usage of the data that I am above to submit.,
1/8/2024 17:11:43,1 - 2 hours,1 - 2 hours,2 - 3 hours,1 - 2 hours,1 - 2 hours,2 - 3 hours,1 - 2 hours,1 - 2 hours,1 - 2 hours,Less than 1 hour,Less than 1 hour,Less than 1 hour,1 - 2 hours,1 - 2 hours,1 - 2 hours,1 - 2 hours,1 - 2 hours,1 - 2 hours,1 - 2 hours,1 - 2 hours,1 - 2 hours,1 - 2 hours,1 - 2 hours,1 - 2 hours,Less than 1 hour,Less than 1 hour,Less than 1 hour,Less than 1 hour,Less than 1 hour,Less than 1 hour,Less than 1 hour,1 - 2 hours,1 - 2 hours,1 - 2 hours,1 - 2 hours,1 - 2 hours,Less than 1 hour,1 - 2 hours,1 - 2 hours,Less than 1 hour,1 - 2 hours,1 - 2 hours,Yes,,Frequently,Never visited,Never visited,Never visited,I have read and understood all the points mentioned above and consent to the usage of the data that I am above to submit.,
1/18/2024 13:24:43,Never visited,More than 3 hours,More than 3 hours,Never visited,More than 3 hours,More than 3 hours,Never visited,Never visited,Less than 1 hour,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,1 - 2 hours,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Never visited,Yes,,Rarely,Never visited,Never visited,Never visited,I have read and understood all the points mentioned above and consent to the usage of the data that I am above to submit.,